type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2019-05-07 18:13:37,-23.21918983,-45.87112482,10,610.000,,0.000,,18,22,,
T,2019-05-07 18:13:38,-23.21918984,-45.87112483,10,610.000,,0.000,,18,22,,
T,2019-05-07 18:13:39,-23.21918985,-45.87112481,10,610.000,,0.000,,18,22,,
T,2019-05-07 18:13:40,-23.21918987,-45.87112481,10,610.000,,0.000,,18,22,,
T,2019-05-07 18:13:41,-23.21918989,-45.87112484,10,610.000,,0.000,,18,22,,
T,2019-05-07 18:13:42,-23.21918992,-45.87112485,10,610.000,,0.000,,17,22,,
T,2019-05-07 18:13:43,-23.21918993,-45.87112488,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:13:44,-23.21918993,-45.87112489,10,610.000,,0.000,,17,22,,
T,2019-05-07 18:13:45,-23.21918989,-45.87112487,11,610.000,,0.000,,18,22,,
T,2019-05-07 18:13:46,-23.21918987,-45.87112487,11,610.000,,0.000,,18,22,,
T,2019-05-07 18:13:47,-23.21918985,-45.87112486,11,610.000,,0.000,,18,22,,
T,2019-05-07 18:13:48,-23.21918984,-45.87112485,11,610.000,,0.000,,18,22,,
T,2019-05-07 18:13:49,-23.21918982,-45.87112483,11,610.000,,0.000,,18,22,,
T,2019-05-07 18:13:50,-23.21918982,-45.87112481,11,610.000,,0.000,,18,22,,
T,2019-05-07 18:13:51,-23.21918980,-45.87112478,11,610.000,,0.000,,18,22,,
T,2019-05-07 18:13:52,-23.21918978,-45.87112475,11,610.000,,0.000,,18,22,,
T,2019-05-07 18:13:53,-23.21918977,-45.87112475,11,610.000,,0.000,,18,22,,
T,2019-05-07 18:13:54,-23.21918975,-45.87112477,11,610.000,,0.000,,19,22,,
T,2019-05-07 18:13:55,-23.21918977,-45.87112476,11,610.000,,0.000,,19,22,,
T,2019-05-07 18:13:56,-23.21918977,-45.87112474,10,610.000,,0.000,,19,22,,
T,2019-05-07 18:13:57,-23.21918977,-45.87112470,11,610.000,,0.000,,19,21,,
T,2019-05-07 18:13:58,-23.21918977,-45.87112468,10,610.000,,0.000,,19,21,,
T,2019-05-07 18:13:59,-23.21918976,-45.87112465,10,610.000,,0.000,,19,21,,
T,2019-05-07 18:14:00,-23.21918975,-45.87112464,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:14:01,-23.21918972,-45.87112466,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:14:02,-23.21918972,-45.87112467,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:14:03,-23.21918974,-45.87112467,11,610.000,,0.000,,18,21,,
T,2019-05-07 18:14:04,-23.21918976,-45.87112468,11,610.000,,0.000,,18,21,,
T,2019-05-07 18:14:05,-23.21918976,-45.87112468,11,610.000,,0.000,,18,21,,
T,2019-05-07 18:14:06,-23.21918975,-45.87112468,11,610.000,,0.000,,18,21,,
T,2019-05-07 18:14:07,-23.21918976,-45.87112467,11,610.000,,0.000,,18,21,,
T,2019-05-07 18:14:08,-23.21918978,-45.87112467,11,610.000,,0.000,,16,21,,
T,2019-05-07 18:14:09,-23.21918978,-45.87112467,11,610.000,,0.000,,16,21,,
T,2019-05-07 18:14:10,-23.21918979,-45.87112468,10,610.000,,0.000,,16,21,,
T,2019-05-07 18:14:11,-23.21918979,-45.87112469,10,610.000,,0.000,,16,21,,
T,2019-05-07 18:14:12,-23.21918981,-45.87112472,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:13,-23.21918980,-45.87112473,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:14,-23.21918980,-45.87112476,10,610.000,,0.000,,17,20,,
T,2019-05-07 18:14:15,-23.21918980,-45.87112478,10,610.000,,0.000,,17,20,,
T,2019-05-07 18:14:17,-23.21918982,-45.87112477,11,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:18,-23.21918980,-45.87112473,11,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:19,-23.21918979,-45.87112474,11,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:20,-23.21918979,-45.87112474,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:14:21,-23.21918980,-45.87112475,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:14:22,-23.21918979,-45.87112474,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:14:23,-23.21918980,-45.87112472,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:14:24,-23.21918979,-45.87112471,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:14:25,-23.21918981,-45.87112471,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:14:26,-23.21918980,-45.87112470,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:27,-23.21918981,-45.87112469,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:28,-23.21918983,-45.87112468,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:14:29,-23.21918983,-45.87112465,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:14:30,-23.21918984,-45.87112459,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:14:31,-23.21918985,-45.87112455,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:14:32,-23.21918984,-45.87112452,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:14:33,-23.21918983,-45.87112451,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:14:34,-23.21918982,-45.87112449,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:14:35,-23.21918978,-45.87112446,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:36,-23.21918976,-45.87112442,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:37,-23.21918971,-45.87112440,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:38,-23.21918967,-45.87112439,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:39,-23.21918964,-45.87112439,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:40,-23.21918963,-45.87112441,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:41,-23.21918961,-45.87112439,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:42,-23.21918962,-45.87112438,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:43,-23.21918962,-45.87112436,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:44,-23.21918961,-45.87112434,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:45,-23.21918960,-45.87112433,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:46,-23.21918960,-45.87112434,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:47,-23.21918959,-45.87112432,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:48,-23.21918958,-45.87112430,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:49,-23.21918958,-45.87112428,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:50,-23.21918957,-45.87112426,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:51,-23.21918956,-45.87112423,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:52,-23.21918954,-45.87112422,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:53,-23.21918952,-45.87112422,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:54,-23.21918952,-45.87112423,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:55,-23.21918952,-45.87112423,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:56,-23.21918952,-45.87112423,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:57,-23.21918951,-45.87112423,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:58,-23.21918952,-45.87112421,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:14:59,-23.21918953,-45.87112420,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:15:00,-23.21918953,-45.87112418,10,610.000,,0.000,,17,21,,
T,2019-05-07 18:15:01,-23.21918953,-45.87112417,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:02,-23.21918953,-45.87112416,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:03,-23.21918952,-45.87112414,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:04,-23.21918955,-45.87112414,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:05,-23.21918955,-45.87112412,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:06,-23.21918953,-45.87112410,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:07,-23.21918952,-45.87112407,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:08,-23.21918951,-45.87112405,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:09,-23.21918950,-45.87112402,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:10,-23.21918950,-45.87112401,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:11,-23.21918950,-45.87112399,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:12,-23.21918950,-45.87112397,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:13,-23.21918951,-45.87112394,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:14,-23.21918951,-45.87112390,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:15,-23.21918951,-45.87112387,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:16,-23.21918950,-45.87112385,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:17,-23.21918952,-45.87112385,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:18,-23.21918952,-45.87112385,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:19,-23.21918953,-45.87112386,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:20,-23.21918954,-45.87112386,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:21,-23.21918956,-45.87112385,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:22,-23.21918956,-45.87112385,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:23,-23.21918956,-45.87112384,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:24,-23.21918954,-45.87112382,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:25,-23.21918955,-45.87112380,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:26,-23.21918956,-45.87112378,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:27,-23.21918955,-45.87112374,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:28,-23.21918952,-45.87112373,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:29,-23.21918951,-45.87112372,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:30,-23.21918950,-45.87112371,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:31,-23.21918949,-45.87112369,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:32,-23.21918947,-45.87112368,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:33,-23.21918947,-45.87112368,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:34,-23.21918948,-45.87112366,10,610.000,,0.000,,18,21,,
T,2019-05-07 18:15:35,-23.21918948,-45.87112366,11,610.000,,0.000,,17,21,,
T,2019-05-07 18:15:36,-23.21918946,-45.87112365,11,610.000,,0.000,,17,21,,
T,2019-05-07 18:15:37,-23.21918945,-45.87112365,11,610.000,,0.000,,17,21,,
T,2019-05-07 18:15:38,-23.21918945,-45.87112365,11,610.000,,0.000,,17,21,,
T,2019-05-07 18:15:39,-23.21918943,-45.87112363,11,610.000,,0.000,,17,21,,
T,2019-05-07 18:15:40,-23.21918711,-45.87112502,11,611.000,,0.380,313,17,21,,
T,2019-05-07 18:15:41,-23.21918360,-45.87113351,11,610.000,,0.710,288,18,21,,
T,2019-05-07 18:15:42,-23.21918418,-45.87114546,11,613.000,,0.960,284,18,21,,
T,2019-05-07 18:15:43,-23.21918349,-45.87116019,11,614.000,,1.310,272,18,21,,
T,2019-05-07 18:15:44,-23.21919036,-45.87117354,11,615.000,,1.410,262,18,21,,
T,2019-05-07 18:15:45,-23.21919723,-45.87118446,11,616.000,,1.550,258,18,21,,
T,2019-05-07 18:15:46,-23.21920086,-45.87120316,10,614.000,,1.920,256,18,21,,
T,2019-05-07 18:15:47,-23.21920889,-45.87122639,10,615.000,,2.200,253,18,21,,
T,2019-05-07 18:15:48,-23.21921956,-45.87125570,10,614.000,,2.280,250,18,21,,
T,2019-05-07 18:15:49,-23.21922968,-45.87128620,10,613.000,,2.370,242,18,21,,
T,2019-05-07 18:15:50,-23.21924264,-45.87131443,10,614.000,,2.550,241,18,21,,
T,2019-05-07 18:15:51,-23.21925665,-45.87133992,10,614.000,,2.690,241,18,21,,
T,2019-05-07 18:15:52,-23.21927057,-45.87136518,10,614.000,,2.870,241,18,21,,
T,2019-05-07 18:15:53,-23.21928542,-45.87139130,10,614.000,,3.090,240,18,21,,
T,2019-05-07 18:15:54,-23.21930147,-45.87141733,11,614.000,,3.120,238,19,21,,
T,2019-05-07 18:15:55,-23.21931838,-45.87144355,11,614.000,,3.230,238,19,21,,
T,2019-05-07 18:15:56,-23.21933680,-45.87146951,10,614.000,,3.280,236,19,21,,
T,2019-05-07 18:15:57,-23.21935725,-45.87149489,10,615.000,,3.410,234,19,21,,
T,2019-05-07 18:15:58,-23.21937887,-45.87152040,11,615.000,,3.500,231,19,21,,
T,2019-05-07 18:15:59,-23.21940274,-45.87154612,10,615.000,,3.660,229,19,21,,
T,2019-05-07 18:16:00,-23.21942596,-45.87157249,10,615.000,,3.670,228,19,21,,
T,2019-05-07 18:16:01,-23.21945078,-45.87159824,11,614.000,,3.630,227,19,21,,
T,2019-05-07 18:16:02,-23.21947640,-45.87162255,11,615.000,,3.680,225,19,21,,
T,2019-05-07 18:16:03,-23.21950086,-45.87164754,11,614.000,,3.650,225,19,21,,
T,2019-05-07 18:16:04,-23.21952324,-45.87167423,11,613.000,,3.630,226,18,21,,
T,2019-05-07 18:16:05,-23.21954306,-45.87170260,11,613.000,,3.520,228,17,22,,
T,2019-05-07 18:16:06,-23.21956231,-45.87172935,11,612.000,,3.580,228,17,22,,
T,2019-05-07 18:16:07,-23.21958019,-45.87175689,11,612.000,,3.580,227,17,22,,
T,2019-05-07 18:16:08,-23.21959850,-45.87178362,11,613.000,,3.500,226,18,22,,
T,2019-05-07 18:16:09,-23.21961907,-45.87180793,11,613.000,,3.470,225,18,22,,
T,2019-05-07 18:16:10,-23.21963861,-45.87183158,11,613.000,,3.380,225,18,22,,
T,2019-05-07 18:16:11,-23.21965892,-45.87185338,11,613.000,,3.180,224,18,22,,
T,2019-05-07 18:16:12,-23.21967875,-45.87187197,12,613.000,,2.830,223,18,22,,
T,2019-05-07 18:16:13,-23.21970032,-45.87188465,12,612.000,,2.510,218,18,22,,
T,2019-05-07 18:16:14,-23.21971552,-45.87189589,12,612.000,,1.870,215,19,22,,
T,2019-05-07 18:16:15,-23.21973129,-45.87189981,11,612.000,,1.580,193,20,22,,
T,2019-05-07 18:16:16,-23.21974549,-45.87190174,11,611.000,,1.520,193,20,22,,
T,2019-05-07 18:16:17,-23.21976282,-45.87189751,11,612.000,,1.680,161,20,22,,
T,2019-05-07 18:16:18,-23.21978056,-45.87188615,10,613.000,,1.780,140,20,22,,
T,2019-05-07 18:16:19,-23.21979471,-45.87187194,10,613.000,,1.400,139,19,22,,
T,2019-05-07 18:16:20,-23.21980413,-45.87185848,10,614.000,,1.010,139,19,22,,
T,2019-05-07 18:16:21,-23.21981171,-45.87184580,10,614.000,,1.060,139,19,22,,
T,2019-05-07 18:16:22,-23.21981821,-45.87183451,10,614.000,,0.760,139,19,22,,
T,2019-05-07 18:16:23,-23.21982411,-45.87182518,10,614.000,,0.780,139,19,22,,
T,2019-05-07 18:16:24,-23.21983039,-45.87181636,10,614.000,,0.940,139,18,22,,
T,2019-05-07 18:16:25,-23.21983561,-45.87180726,10,614.000,,0.770,139,18,22,,
T,2019-05-07 18:16:26,-23.21983921,-45.87179824,10,614.000,,0.850,139,18,22,,
T,2019-05-07 18:16:27,-23.21984045,-45.87179268,10,614.000,,0.240,139,18,22,,
T,2019-05-07 18:16:28,-23.21983864,-45.87178782,10,614.000,,0.000,,18,22,,
T,2019-05-07 18:16:29,-23.21983763,-45.87178631,10,614.000,,0.000,,18,22,,
T,2019-05-07 18:16:30,-23.21983595,-45.87178468,10,614.000,,0.200,139,18,22,,
T,2019-05-07 18:16:31,-23.21983647,-45.87178064,10,614.000,,0.000,,18,22,,
T,2019-05-07 18:16:32,-23.21983579,-45.87177997,10,614.000,,0.000,,18,22,,
T,2019-05-07 18:16:33,-23.21983466,-45.87177889,10,614.000,,0.000,,18,22,,
T,2019-05-07 18:16:34,-23.21983386,-45.87177685,10,614.000,,0.000,,17,22,,
T,2019-05-07 18:16:35,-23.21983343,-45.87177498,10,614.000,,0.000,,18,22,,
T,2019-05-07 18:16:36,-23.21983292,-45.87177390,10,614.000,,0.000,,18,22,,
T,2019-05-07 18:16:37,-23.21983197,-45.87177348,10,614.000,,0.000,,18,22,,
T,2019-05-07 18:16:38,-23.21983139,-45.87177407,10,614.000,,0.000,,18,22,,
T,2019-05-07 18:16:39,-23.21983075,-45.87177372,10,614.000,,0.000,,18,22,,
T,2019-05-07 18:16:40,-23.21983079,-45.87177382,10,614.000,,0.000,,16,22,,
T,2019-05-07 18:16:41,-23.21983096,-45.87177411,10,615.000,,0.000,,18,21,,
T,2019-05-07 18:16:42,-23.21983139,-45.87177435,10,614.000,,0.000,,18,22,,
T,2019-05-07 18:16:43,-23.21983211,-45.87177341,10,614.000,,0.000,,18,22,,
T,2019-05-07 18:16:44,-23.21983277,-45.87177320,10,614.000,,0.000,,18,22,,
T,2019-05-07 18:16:45,-23.21983376,-45.87177056,10,612.000,,0.220,139,18,22,,
T,2019-05-07 18:16:46,-23.21983551,-45.87177205,10,612.000,,0.000,,18,22,,
T,2019-05-07 18:16:47,-23.21983749,-45.87177018,10,613.000,,0.300,139,17,22,,
T,2019-05-07 18:16:48,-23.21984172,-45.87176984,10,614.000,,0.180,139,17,22,,
T,2019-05-07 18:16:49,-23.21984512,-45.87177037,10,613.000,,0.000,,17,22,,
T,2019-05-07 18:16:50,-23.21984907,-45.87177110,10,615.000,,0.230,139,17,22,,
T,2019-05-07 18:16:51,-23.21985426,-45.87177259,10,615.000,,0.410,139,18,22,,
T,2019-05-07 18:16:52,-23.21986131,-45.87177191,10,614.000,,0.610,139,18,22,,
T,2019-05-07 18:16:53,-23.21986927,-45.87176979,10,615.000,,0.670,139,19,22,,
T,2019-05-07 18:16:54,-23.21987557,-45.87176755,10,614.000,,0.440,139,19,22,,
T,2019-05-07 18:16:55,-23.21987877,-45.87176721,10,613.000,,0.000,,19,22,,
T,2019-05-07 18:16:56,-23.21988104,-45.87177252,10,614.000,,0.000,,19,22,,
T,2019-05-07 18:16:57,-23.21988081,-45.87177577,10,614.000,,0.000,,18,22,,
T,2019-05-07 18:16:58,-23.21988095,-45.87177712,10,614.000,,0.000,,18,22,,
T,2019-05-07 18:16:59,-23.21988014,-45.87177787,10,615.000,,0.000,,17,22,,
T,2019-05-07 18:17:00,-23.21987984,-45.87177990,10,615.000,,0.000,,18,23,,
T,2019-05-07 18:17:01,-23.21987933,-45.87178038,10,616.000,,0.000,,18,23,,
T,2019-05-07 18:17:02,-23.21987881,-45.87177990,10,616.000,,0.000,,18,23,,
T,2019-05-07 18:17:03,-23.21987822,-45.87177918,10,615.000,,0.000,,18,23,,
T,2019-05-07 18:17:04,-23.21987746,-45.87177839,10,615.000,,0.000,,18,23,,
T,2019-05-07 18:17:05,-23.21987740,-45.87177770,10,615.000,,0.000,,18,22,,
T,2019-05-07 18:17:06,-23.21987720,-45.87177773,10,616.000,,0.000,,17,22,,
T,2019-05-07 18:17:07,-23.21987693,-45.87177803,10,616.000,,0.000,,17,22,,
T,2019-05-07 18:17:08,-23.21987709,-45.87177887,10,616.000,,0.000,,18,22,,
T,2019-05-07 18:17:09,-23.21987724,-45.87177854,10,616.000,,0.000,,18,22,,
T,2019-05-07 18:17:10,-23.21987718,-45.87177867,10,616.000,,0.000,,17,22,,
T,2019-05-07 18:17:11,-23.21987713,-45.87177893,10,616.000,,0.000,,17,22,,
T,2019-05-07 18:17:12,-23.21987712,-45.87177899,10,616.000,,0.000,,17,22,,
T,2019-05-07 18:17:13,-23.21987663,-45.87177648,10,615.000,,0.240,139,17,22,,
T,2019-05-07 18:17:14,-23.21987483,-45.87177427,10,615.000,,0.000,,18,21,,
T,2019-05-07 18:17:15,-23.21987361,-45.87177438,10,615.000,,0.000,,18,21,,
T,2019-05-07 18:17:16,-23.21987219,-45.87177549,10,615.000,,0.000,,18,21,,
T,2019-05-07 18:17:17,-23.21987354,-45.87177848,10,615.000,,0.000,,16,19,,
T,2019-05-07 18:17:18,-23.21987414,-45.87177704,10,615.000,,0.000,,17,20,,
T,2019-05-07 18:17:19,-23.21987587,-45.87177773,10,615.000,,0.000,,18,21,,
T,2019-05-07 18:17:20,-23.21987590,-45.87177888,10,615.000,,0.000,,15,20,,
T,2019-05-07 18:17:21,-23.21987553,-45.87177852,10,615.000,,0.000,,15,21,,
T,2019-05-07 18:17:22,-23.21987720,-45.87177880,10,615.000,,0.000,,13,20,,
T,2019-05-07 18:17:23,-23.21987750,-45.87177873,10,615.000,,0.000,,12,20,,
T,2019-05-07 18:17:24,-23.21987740,-45.87177875,10,615.000,,0.000,,12,20,,
T,2019-05-07 18:17:25,-23.21987721,-45.87177856,10,615.000,,0.000,,13,21,,
T,2019-05-07 18:17:26,-23.21987711,-45.87177851,10,615.000,,0.000,,12,20,,
T,2019-05-07 18:17:27,-23.21987684,-45.87177848,10,615.000,,0.000,,11,19,,
T,2019-05-07 18:17:28,-23.21987672,-45.87177835,10,615.000,,0.000,,11,20,,
T,2019-05-07 18:17:29,-23.21987670,-45.87177835,10,615.000,,0.000,,12,20,,
T,2019-05-07 18:17:30,-23.21987669,-45.87177834,10,615.000,,0.000,,12,20,,
T,2019-05-07 18:17:31,-23.21987670,-45.87177846,10,615.000,,0.000,,13,21,,
T,2019-05-07 18:17:32,-23.21987663,-45.87177844,10,615.000,,0.000,,12,20,,
T,2019-05-07 18:17:33,-23.21987653,-45.87177834,10,615.000,,0.000,,12,21,,
T,2019-05-07 18:17:34,-23.21987647,-45.87177826,10,615.000,,0.000,,11,21,,
T,2019-05-07 18:17:35,-23.21987644,-45.87177824,10,615.000,,0.000,,10,20,,
T,2019-05-07 18:17:36,-23.21987639,-45.87177822,10,615.000,,0.000,,10,20,,
T,2019-05-07 18:17:37,-23.21987632,-45.87177818,10,615.000,,0.000,,11,21,,
T,2019-05-07 18:17:38,-23.21987628,-45.87177816,10,615.000,,0.000,,11,21,,
T,2019-05-07 18:17:39,-23.21987635,-45.87177840,10,615.000,,0.000,,11,21,,
T,2019-05-07 18:17:40,-23.21987637,-45.87177852,10,615.000,,0.000,,9,18,,
T,2019-05-07 18:17:41,-23.21987639,-45.87177858,10,615.000,,0.000,,9,18,,
T,2019-05-07 18:17:42,-23.21987631,-45.87177845,10,615.000,,0.000,,11,20,,
T,2019-05-07 18:17:43,-23.21987616,-45.87177814,10,615.000,,0.000,,12,21,,
T,2019-05-07 18:17:44,-23.21987609,-45.87177798,10,615.000,,0.000,,12,21,,
T,2019-05-07 18:17:45,-23.21987607,-45.87177793,10,615.000,,0.000,,12,21,,
T,2019-05-07 18:17:46,-23.21987603,-45.87177780,10,615.000,,0.000,,11,21,,
T,2019-05-07 18:17:47,-23.21987600,-45.87177776,10,615.000,,0.000,,10,20,,
T,2019-05-07 18:17:48,-23.21987599,-45.87177773,10,615.000,,0.000,,10,20,,
T,2019-05-07 18:17:49,-23.21987594,-45.87177773,10,615.000,,0.000,,10,19,,
T,2019-05-07 18:17:50,-23.21987592,-45.87177771,10,615.000,,0.000,,12,20,,
T,2019-05-07 18:17:51,-23.21987591,-45.87177768,10,615.000,,0.000,,13,21,,
T,2019-05-07 18:17:52,-23.21987589,-45.87177767,10,615.000,,0.000,,13,21,,
T,2019-05-07 18:17:53,-23.21987589,-45.87177766,10,615.000,,0.000,,13,21,,
T,2019-05-07 18:17:54,-23.21987587,-45.87177767,10,615.000,,0.000,,11,19,,
T,2019-05-07 18:17:55,-23.21987587,-45.87177767,10,615.000,,0.000,,10,19,,
T,2019-05-07 18:17:56,-23.21987572,-45.87177794,10,615.000,,0.000,,11,19,,
T,2019-05-07 18:17:57,-23.21987567,-45.87177809,10,615.000,,0.000,,12,20,,
T,2019-05-07 18:17:58,-23.21987564,-45.87177816,10,615.000,,0.000,,12,20,,
T,2019-05-07 18:17:59,-23.21987560,-45.87177818,10,615.000,,0.000,,13,21,,
T,2019-05-07 18:18:00,-23.21987556,-45.87177817,10,615.000,,0.000,,13,21,,
T,2019-05-07 18:18:01,-23.21987555,-45.87177816,10,615.000,,0.000,,13,21,,
T,2019-05-07 18:18:02,-23.21987543,-45.87177811,11,615.000,,0.000,,11,19,,
T,2019-05-07 18:18:03,-23.21987538,-45.87177809,11,615.000,,0.000,,11,19,,
T,2019-05-07 18:18:04,-23.21987528,-45.87177801,10,615.000,,0.000,,11,19,,
T,2019-05-07 18:18:05,-23.21987521,-45.87177795,10,615.000,,0.000,,12,20,,
T,2019-05-07 18:18:06,-23.21987517,-45.87177792,10,615.000,,0.000,,11,19,,
T,2019-05-07 18:18:07,-23.21987515,-45.87177791,10,615.000,,0.000,,12,20,,
T,2019-05-07 18:18:08,-23.21987514,-45.87177790,10,615.000,,0.000,,12,20,,
T,2019-05-07 18:18:09,-23.21987513,-45.87177789,10,615.000,,0.000,,13,21,,
T,2019-05-07 18:18:10,-23.21987512,-45.87177788,10,615.000,,0.000,,11,19,,
T,2019-05-07 18:18:11,-23.21987512,-45.87177787,10,615.000,,0.000,,13,21,,
T,2019-05-07 18:18:12,-23.21987512,-45.87177788,10,615.000,,0.000,,12,21,,
T,2019-05-07 18:18:13,-23.21987512,-45.87177789,10,615.000,,0.000,,11,20,,
T,2019-05-07 18:18:14,-23.21987512,-45.87177791,10,615.000,,0.000,,11,20,,
T,2019-05-07 18:18:15,-23.21987512,-45.87177793,10,615.000,,0.000,,12,21,,
T,2019-05-07 18:18:16,-23.21987890,-45.87177059,10,616.000,,1.600,111,12,21,,
T,2019-05-07 18:18:17,-23.21990057,-45.87175123,10,616.000,,3.410,130,12,21,,
T,2019-05-07 18:18:18,-23.21997439,-45.87169557,10,616.000,,7.120,135,11,20,,
T,2019-05-07 18:18:19,-23.22003678,-45.87163642,10,616.000,,9.750,135,11,21,,
T,2019-05-07 18:18:20,-23.22011250,-45.87155884,10,616.000,,12.310,136,10,20,,
T,2019-05-07 18:18:21,-23.22019575,-45.87146196,10,616.000,,14.680,135,11,21,,
T,2019-05-07 18:18:22,-23.22029926,-45.87135104,11,617.000,,16.790,133,10,19,,
T,2019-05-07 18:18:23,-23.22040904,-45.87120754,10,616.000,,19.260,133,12,21,,
T,2019-05-07 18:18:24,-23.22054949,-45.87106043,10,615.000,,22.290,135,11,21,,
T,2019-05-07 18:18:25,-23.22069936,-45.87089779,10,615.000,,24.660,135,10,20,,
T,2019-05-07 18:18:26,-23.22087176,-45.87071374,10,616.000,,27.120,135,11,21,,
T,2019-05-07 18:18:27,-23.22104854,-45.87050219,11,615.000,,29.210,134,10,20,,
T,2019-05-07 18:18:28,-23.22123625,-45.87028945,11,615.000,,31.190,133,9,19,,
T,2019-05-07 18:18:29,-23.22149335,-45.87006567,12,620.000,,34.130,136,10,20,,
T,2019-05-07 18:18:30,-23.22171204,-45.86982077,12,620.000,,36.020,134,10,20,,
T,2019-05-07 18:18:31,-23.22194670,-45.86955873,13,620.000,,38.220,134,11,21,,
